"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"9712","JENNY",NA,"NYT",11,18,1971,11,17,1971,NA,7111046,1,"Reporters Suing to Reopen Persico Trial",0,"committee of 100 reporters, 'acting as citizens'","announced it would file suit","NYC, NY","'against State Supreme Justice's closing of Persico trial to reporters; for 1st Amendment rights.'","","collective, conventional, claims made",42,"1",15,1,"NY","","","",1,"NEW YORK","",NA,"",1,100,NA,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"COMMITTEE OF 100 REPORTERS","","","",2300,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"4314","MARVIN RUTH",NA,"NYT",8,3,1965,8,2,1965,1,6508042,1,"38 SEIZED AT SIT-IN IN SOUTH CAROLINA",0,"CIVIL RIGHTS DEMONSTRATORS","BEGAN A SIT IN","ALLENDALE, SC","LOCAL GOVERNMENT","PUSH FOR VOTER REGISTRATION","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"1",4,1,"SC","","","",1,"ALLENDALE","",NA,"",1,150,NA,2,401,1800,430,1800,NA,NA,1,1,1,NA,NA,NA,1,1,"SOUTHERN CHRISTIAN LEADERSHIP CONFERENCE","","","",1502,1,1500,1,NA,NA,NA,NA,5,NA,NA,NA,52,42,NA,NA,0,NA,0,1,1,0,0,0,38,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"19631","LAURIE BERG",2002-06-10,"NYT",1,10,1988,1,9,1988,1,8801017,1,"200 PROTEST BEATING DEATH OF BLACK MAN IN A TEXAS JAIL",0,"PROTESTERS","GATHERED OUTSIDE A CHURCH","HEMPHILL, TX","THE POLICE","TO PROTEST THE FATAL BEATING OF A BLACK TRUCK DRIVER BY POLICE IN SABINE COUNTY JAIL","COLLECTIVE, CLAIMS MADE, PUBLIC",20,"1",3,1,"TX","","","",1,"HEMPHILL","",1,"SABINE COUNTY",1,200,NA,1,1800,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1518,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"17476","STEPHANIE",2001-08-17,"NYT",3,5,1984,NA,NA,1983,1,8403009,1,"U.S. TO SUPPORT MEN'S LAWSUITS ON BIAS DECREE",1,"10 WHITE POLICE OFFICERS AND FIREFIGHTERS AND THE JUSTICE DE","LAWSUIT","BIRMINGHAM, AL","POLICE AND FIRE DEPTS.","CLAIM DISCRIMINATION, NOT PROMOTED BECAUSE THEY ARE WHITE","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",19,1,"AL","","","",1,"BIRMINGHAM","",NA,"",1,10,NA,3,100,NA,100,NA,1000,NA,1,1,1,NA,NA,NA,1,1,"JUSTICE DEPT","","","",1400,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"14927","STACY",2003-02-02,"NYT",2,7,1980,2,6,1980,1,8002016,1,"PRAYER IN SCHOOL FACES COURT TEST IN MA",0,"CIVIL LIBERTIES UNION OF MA, AMERICAN JEWISH CONGRESS","FILED SUIT","MA","GOVERNMENT","CHALLENGE STATE LAW ALLOWING RITUAL PRAYER IN PUBLIC SCHOOL","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"1",11,1,"MA","","","",0,"","",NA,"",0,NA,4,3,1800,NA,1100,432,1100,NA,1,1,1,NA,NA,NA,1,2,"CIVIL LIBERTIES UNION OF MASSACHUSETS","AMERICAN JEWISH CONGRESS","","",1338,2,1300,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"21615","DONTAE RAYFORD",2006-08-18,"NYT",10,29,1991,10,28,1991,1,9110069,1,"CUNY BOARD VOTES TO KEEP JEFFERIES IN POST",0,"PROTESTERS","PROTEST CUNY PROFESSOR","NEW YORK","DR LEONARD JEFFRIES","RESPONSE TO RACIST COMMENTS","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"B",30,1,"NY","","","",1,"MANHATTAN","",NA,"",NA,NA,NA,1,1800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,"","","","",2503,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28,20,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"21578","DONTAE RAYFORD",2006-08-02,"NYT",10,8,1991,10,7,1991,1,9110032,1,"JUSTICES TO RULE ON FORCED MEDICATION",0,"GROUP OF PROTESTERS","DRESSED IN ROBES AND HOLD SIGNS OUTSIDE SUPREME COURT","SUPREME COURT","JUSTICES","COMMENT ON PENDING DECISIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"A",25,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1344,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,20,10,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205
"8708","JULIE BEDELL - S",NA,"NYT",7,26,1970,7,19,1970,1,7007036,1,"Teenagers Plan Fight on Drugs",0,"Youths in the We Can summer youth corps project","held a press conference","in NYC","'to state their goals to fight the fashionable image of drug use for teenagers.  '","","This was a collective, grass roots activity with claims.",44,"1",12,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,700,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"WE CAN","","","",1324,1,1300,2,NA,NA,NA,NA,15,NA,NA,NA,34,27,10,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301
"22519","KRISTY",2002-03-05,"NYT",8,1,1993,7,30,1993,1,9308004,1,"35 PROTESTERS ARRESTED AT ABORTION CLINIC",0,"160 PEOPLE FROM GROUPS AGAINST ABORTION RIGHTS","DEMONSTRATION AND BLOCKED DOORS","DOBBS FERRY, NY","ABORTION CLINIC","PROTEST ABORTION","COLLECTIVE, CLAIMS MADE, PUBLIC",45,"1",3,1,"NY","","","",1,"DOBBS FERRY","",NA,"",1,160,NA,1,1800,NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,0,NA,"","","","",2400,2,NA,NA,NA,NA,NA,NA,1,5,NA,NA,57,NA,NA,NA,0,NA,0,1,1,0,0,0,35,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"5008","MIKE SANDULAK",NA,"NYT",6,1,1966,5,31,1966,1,6606006,1,"4 DEMOCRATS TELL HOW THEY WOULD RUN STATE",0,"DEMONSTRATORS","HELD A DEMONSTRATION","BROOKLYN COLLEGE","PEOPLE AGAINST CITY COUNCIL PRESIDENT OCONNER","SUPPORT OCONNER","COLLECTIVE, CLAIMS MADE, PUBLIC",37,"1",21,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN COLLEGE",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1336,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099
"16428","LAURA",2001-11-12,"NYT",3,5,1982,NA,NA,NA,1,8203010,1,"2 JEWISH GROUPS FIGHT BEQUEST TO PLO",0,"AMERICAN JEWISH CONGRESS AND ANTI DEFAMATION LEAGUE","LEGAL ACTION","MANHATTAN","PALESTINIAN LIBERATION ORGANIZATION","FEEL THAT ORGANIZATION IS TERRORIST AND DOESN'T WANT THEM TO RECEIVE MONEY GIFT","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"2",29,1,"NY","","","",1,"MANHATTAN","",NA,"",0,NA,2,2,1000,NA,1000,NA,NA,NA,1,1,6,NA,NA,NA,1,2,"AMERICAN JEWISH CONGRESS","ANTI-DEFAMATION LEAGUE OF THE B'NAI B'RITH","","",1400,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920
"6145","APRIL DONALDSON",NA,"NYT",9,16,1967,9,15,1967,1,6709123,2,"CHICAGO GHETTO REMAINS TENSE",0,"STUDENTS","BOYCOTT OF CLASSES","CHICAGO","SCHOOL","PROTEST INADEQUATE FACILITIES","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"1",12,1,"IL","","","",1,"CHICAGO","",1,"SOUTH SIDE",0,NA,5,1,401,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,"SNCC","","","",1342,3,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"7346","SHELLY KIRBY",NA,"NYT",3,12,1969,3,11,1969,1,6903047,1,"General Electric Recruiter",0,"200 students lead by S.D.S.","The students marched, picketed and held a demonstration","Queens, NY","'They picketed and demonstrated against General Electric recruiters, claimed that GE is profiting from the war and racist.'","","collective, unconventional",30,"1",7,1,"NY","","","",1,"QUEENS","",NA,"",1,200,NA,1,800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"SDS","","","",1500,2,722,1,NA,NA,NA,NA,2,4,1,NA,22,20,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"4533","SANDY MYSKOWSKI",NA,"NYT",11,23,1965,11,22,1965,1,6511046,1,"4 NEGRO HOMES HIT BY BOMBS IN SOUTH",0,"KKK, NIGHTRIDERS","BOMBED 4 HOMES OF CIVIL RIGHTS WORKERS","NC","CIVIL RIGHTS MOVEMENT","WHITE SUPREMACY","COLLECTIVE, CLAIMS MADE, PUBLIC",30,"1",17,1,"NC","","","",1,"CHARLOTTE","",0,"",0,NA,1,1,430,NA,NA,NA,NA,NA,1,2,2,7,401,NA,1,1,"KKK","","","",1500,2,2504,3,NA,NA,NA,NA,11,NA,NA,NA,62,56,NA,NA,1,1,0,1,1,0,0,0,0,NA,1,7500,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"6213","MONICA LOPEX",NA,"NYT",10,22,1967,10,21,1967,1,6710045,5,"YOUTHS DOMINATE CAPTIAL THRONG",0,"ANTI-WAR DEMONSTRATORS","HELD A DEMONSTRATION","CAPITOL HILL","U.S. GOVERNMENT","PROTEST THE WAR","COLLECTIVE, CLAIMS MADE, PUBLIC",58,"1",12,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,5,2,800,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NATIONAL MOBILIZATION COMMITTEE TO END WAR IN VIETNAM","","","",711,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,22,28,NA,1,6,0,1,1,1,1,0,600,NA,0,NA,1,0,"",NA,47,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"17075","WENDY",2002-11-08,"NYT",6,16,1983,5,NA,1983,1,8306025,1,"TWO ROADS LEADING TO A HEAD-ON CLASH IN ATLANTA",1,"ATLANTA RESIDENTS","PROTESTED OUTSIDE TOWN MEETING","GA","CITY GOVT","PREVENT BUILDING OF ROADS","COLLECTIVE, CLAIMS MADE, PUBLIC",18,"A",19,1,"GA","","","",1,"ATLANTA","",NA,"",1,2000,NA,1,1500,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1350,1,1338,2,NA,NA,NA,NA,1,NA,NA,NA,20,99,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"11415","AMY",NA,"NYT",8,19,1974,8,18,1974,1,7408013,1,"EPISCOPAL LEADER QUITS PROTESTS CURB ON WOMEN",0,"DR. CHARLES V. WILLIE","RESIGNED AS VICE PRESIDENT OF CHURCHS HOUSE OF DEPUTIES TO PROTEST THE REJECTION OF","SYRACUSE","HOUSE OF BISHOPS","TO SHOW SUPPORT TO 11 WOMEN DENIED PRIEST HOOD","collective, claims made, public",50,"1",24,1,"NY","","","",1,"SYRACUSE","",NA,"",0,NA,1,1,1100,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",600,1,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"6406","THEARD",NA,"NYT",2,6,1968,2,4,1968,NA,6802011,1,"Pickets Back Youth Refusing Induction",0,"150 anti-war demonstartors","picketed Federal building in Newark, NJ in support of a 20 year son of the dean of teachers at Columbia's refusal to be inducted.","Newark, NJ Federal Bldg","vs. war","","group, claim, collective",25,"1",5,1,"NJ","","","",1,"NEWARK","",NA,"",1,150,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",711,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,28,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"17150","H MACIAS",2002-05-22,"NYT",8,1,1983,7,31,1983,1,8308002,1,"RIGHTS GROUP HEAD CRITICIZES REAGAN",1,"JOHN E. JACOB OF NATIONAL URBAN LEAGUE","CRITICIZED REAGAN THROUGH SPEECH AT CI","NEW ORLEANS, LOUISIANA","PRESIDENT REAGANS ADMINISTRATION","TO OPPOSE ITS POOR SOCIAL AND CIVIL RIGHTS POLICIES CONCERNING BLACKS","COLLECTIVE, CLAIMS MADE, PUBLIC",7,"B",12,1,"LA","","","",1,"NEW ORLEANS","",NA,"",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,2,1,6,NA,NA,1,1,"NATIONAL URBAN LEAGUE","","","",1336,2,1338,2,NA,NA,NA,NA,15,NA,NA,NA,27,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099
"505","MARVIN RUTH",2001-05-21,"NYT",6,11,1960,6,10,1960,1,6006013,1,"NAACP WILL SEEK SCHOOL REOPENINGS",0,"NAACP","FILED LEGAL MOTION","RICHMOND, VA","PRINCE EDWARD COUNTY SCHOOL DISTRICT","PROTEST CLOSURE OF PUBLIC SCHOOLS TO AVOID INTEGRATION","COLLECTIVE, CLAIMS MADE, PUBLIC",13,"1",4,1,"VA","","","",1,"RICHMOND","",NA,"",0,NA,1,1,401,1800,NA,NA,NA,NA,1,2,3,1,NA,NA,1,1,"NAACP","","","",1501,1,1342,3,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"3","LEAH MILLER",2001-06-10,"NYT",1,5,1960,1,4,1960,1,6001003,1,"50% RISE IS URGED IN STATE SCHOOL AID",0,"THE CITIZENS UNION","PRESS CONFERENCE ASKING FOR 50% INCREAS IN STATE AID TO CITIES","NEW YORK CITY","STATE","AID FOR SCHOOLS, DAY CARE CENTERS, ELECTION REFORM","COLLECTIVE, CLAIMS MADE, PUBLIC",8,"1",6,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"THE CITIZENS UNION","","","",1338,3,1342,3,NA,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"1837","MARVIN RUTH",2000-11-28,"NYT",10,25,1962,10,24,1962,1,6210037,1,"TWO SEIZED IN INDIANA",0,"CUBAN SYMPATHIZERS","PICKETED","INDIANA UNIVERSITY IN BLOOMINGTON","US GOVERNMENT","STOP BLOCKADE OF CUBA","COLLECTIVE, CLAIMS MADE, PUBLIC",26,"1",2,1,"IN","","","",1,"BLOOMINGTON","",NA,"",1,15,NA,1,800,1800,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",727,1,2020,3,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,1,2,1,1,1,0,0,1,NA,2,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914
"17735","Wendy",2002-03-13,"NYT",9,4,1984,8,30,1984,1,8409006,1,"IMMIGRATION UNIT SUED ON CUSTODY OF CHILDREN",1,"National Center for Immigrants Rights and El Rescate","filed a lawsuit","San Diego, CA","Federal Immigration and Naturalization Services","protest policy on Immigrant children","COLLECTIVE, CLAIMS MADE, PUBLIC",14,"a",7,1,"CA","","","",1,"SAN DIEGO","",NA,"",0,NA,2,2,402,1800,460,1800,NA,NA,1,1,1,NA,NA,NA,1,2,"National Center for Immigrants Rights"," El Rescate","","",1800,1,2000,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"6912","MULCAHY",NA,"NYT",9,19,1968,9,18,1968,1,6809042,1,"All 750 Negro Students Boycott Carolina",0,"BLACK STUDENTS","BOYCOTT OF SCHOOL","CHERAW, SOUTH CAROLINA","SCHOOL BOARD - PROTEST POLICY","","PUBLIC, COLLECTIVE, GRIEVANCE",45,"1",3,1,"SC","","","",1,"CHERAW","",NA,"",1,750,NA,2,401,800,401,500,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1501,1,1342,3,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"9577","KAREN CALDWELL -",NA,"NYT",10,7,1971,10,7,1971,NA,7110030,2,"US Judge Declines to Act on Attica Inmates Pleas",0,"United Concerned Citizens of America, a group opposed to busing","lobbied members of Congress","Washington, DC","'to force House action on a proposed constitutional amendment that would outlaw busing '","","collective, SMO lobbying to achieve specific goals",54,"1",23,1,"NY","","","",1,"BUFFALO","",NA,"",0,NA,2,2,100,NA,1700,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"13636","LEAH MILLER",2002-04-13,"NYT",5,10,1978,5,9,1978,1,7805047,1,"HOUGHTON MIFFLIN AGREES TO PAY $680,000 IN A DISPUTE ON BIAS",0,"5 WOMEN","FILED LAWSUIT AGAINST HOUGHTON MIFFLIN CO; COMPANY WAS FORCED TO DISTRIBUTE BACK PAY TO 250 PAST AND PRESENT FEMALE EMPLOYEES","BOSTON, MA","HOUGHTON MIFFLIN COMPANY","CHARGED COMPANY WITH SEX DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"D",3,1,"MA","","","",1,"BOSTON","",NA,"",1,5,NA,1,500,100,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",610,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"19115","KRISTY",2002-01-21,"NYT",12,15,1986,NA,NA,1986,1,8612059,1,"OFFICIALS VOICE GROWING CONCERN OVER RACIAL INCIDENTS ON U.S CAMPUSES",1,"5 WHITE STUDENTS","WORE WHITE SHEETS AND CARRIED BURNING","CHARLESTON, S.C","BLACK STUDENTS","RACIAL TENSIONS","ETHNIC / RACIAL VIOLENCE",18,"A",27,1,"SC","","","",1,"CHARLESTON","",1,"CITADEL",1,5,NA,1,800,430,NA,NA,NA,NA,1,1,7,NA,401,NA,0,NA,"","","","",2517,3,NA,3,NA,3,NA,3,10,NA,NA,NA,33,10,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-8611035",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"3528","SCOTT HULME",2000-07-04,"NYT",11,2,1964,10,31,1964,1,6411043,1,"MISSISSIPPI CHURCH BURNED",0,"UNKNOWN","CHURCH ARSON","BRANDON, MS","AFRICAN AMERICANS","ANTI-BLACK","COLLECTIVE, CLAIMS MADE, PUBLIC",77,"1",1,1,"MS","","","",1,"BRANDON","",NA,"",0,NA,1,1,430,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,0,NA,"","","","",2504,1,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,55,62,NA,NA,1,1,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-6411043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"18326","STEPHANIE",2001-08-24,"NYT",7,11,1985,NA,NA,NA,1,8507052,1,"TEXAS COURT UPHOLDS BARRING FAILING PUPILS FROM ACTIVITIES",1,"PARENTS","LAWSUIT","HOUSTON, TX","STUDENTS","OPPOSE THEIR ELIGIBILITY TO PLAY DESPITE POOR GRADES","COLLECTIVE, CLAIMS MADE, PUBLIC",12,"A",20,1,"TX","","","",1,"HOUSTON","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"23485","HYACINTH ALVARAN",2002-05-21,"NYT",10,26,1995,10,21,1995,1,9510062,1,"GREENWICH YOUTH LINKED TO RACIAL SLUR IS ATTACKED",0,"GROUP OF BLACK YOUTHS","PUNCHED","GREENWICH, NEW YORK","ROBERT TEXIERE (WHITE TEEN)","PROTEST RACIAL SLUR AGAINST BLACKS IN HIGH SCHOOL YEARBOOK","ETHNIC / RACIAL VIOLENCE",7,"B",21,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,1,1,401,700,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",2504,2,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,55,NA,NA,NA,1,2,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"11507","AMY",NA,"NYT",11,10,1974,11,9,1974,1,7411012,1,"BOOK FOE PLEDGES SEPARATE SCHOOLS",0,"REV. AVIS HILL, COAL MINERS, AND OTHERS","RALLY TO PROTEST CONTROVERSIAL BOOKS","CHARLESTON IN KANAWHA COUNTY","SCHOOL BOARD","PROTESTING CONTROVERSIAL BOOKS","COLLECTIVE, CLAIMS MADE, PUBLIC",53,"1",4,1,"WV","","","",1,"CHARLESTON","",NA,"",1,2000,NA,1,1100,1500,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,48,22,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"16784","LAURA",2002-01-28,"NYT",11,7,1982,11,6,1982,1,8211010,1,"KLAN RALLY HELD NEAR CAPITAL",0,"KKK MEMBERS","RALLIED","ROCKVILLE","GOVERNMENT","SUPPORT POLICE, BOT ALSO SPOKE OUT ON BUSING AND REVERSE DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",44,"1",8,1,"MD","","","",1,"ROCKVILLE","",NA,"",1,26,NA,1,430,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"KU KLUX KLAN","","","",1501,2,2502,1,1400,3,NA,NA,1,NA,NA,NA,27,26,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2045","RACHEL ZAPP",2001-01-19,"NYT",5,11,1963,5,9,1963,1,6305044,1,"BROWN TO DISCIPLINE STUDENTS",0,"100S OF BROWN UNIVERSITY STUDENTS","ENGAGED IN MASS DEMONSTRATION","PROVIDENCE, RI","THE UNIVERSITY","UNCLEAR","COLLECTIVE, CLAIMS MADE, PUBLIC",52,"1",4,1,"RI","","","",1,"PROVIDENCE","",1,"BROWN UNIVERSITY",0,NA,4,1,800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1400,NA,NA,NA,NA,NA,NA,NA,5,99,NA,NA,45,99,NA,NA,1,1,0,1,1,0,0,0,15,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
